Series_Title,Genre,IMDB_Rating
Hidden Figures,"Biography, Drama, History",7.8
Paddington 2,"Adventure, Comedy, Family",7.8
Udta Punjab,"Action, Crime, Drama",7.8
Kubo and the Two Strings,"Animation, Action, Adventure",7.8
M.S. Dhoni: The Untold Story,"Biography, Drama, Sport",7.8
Manchester by the Sea,Drama,7.8
Under sandet,"Drama, History, War",7.8
Rogue One,"Action, Adventure, Sci-Fi",7.8
Captain America: Civil War,"Action, Adventure, Sci-Fi",7.8
The Hateful Eight,"Crime, Drama, Mystery",7.8
Little Women,"Drama, Romance",7.8
Loving Vincent,"Animation, Biography, Crime",7.8
Pride,"Biography, Comedy, Drama",7.8
Le passé,"Drama, Mystery",7.8
La grande bellezza,Drama,7.8
The Lunchbox,"Drama, Romance",7.8
Vicky Donor,"Comedy, Romance",7.8
Big Hero 6,"Animation, Action, Adventure",7.8
About Time,"Comedy, Drama, Fantasy",7.8
English Vinglish,"Comedy, Drama, Family",7.8
Kaze tachinu,"Animation, Biography, Drama",7.8
Toy Story 4,"Animation, Adventure, Comedy",7.8
La migliore offerta,"Crime, Drama, Mystery",7.8
Moonrise Kingdom,"Comedy, Drama, Romance",7.8
How to Train Your Dragon 2,"Animation, Action, Adventure",7.8
The Big Short,"Biography, Comedy, Drama",7.8
Kokuhaku,"Drama, Thriller",7.8
Ang-ma-reul bo-at-da,"Action, Crime, Drama",7.8
The Girl with the Dragon Tattoo,"Crime, Drama, Mystery",7.8
Captain Phillips,"Adventure, Biography, Crime",7.8
Ajeossi,"Action, Crime, Drama",7.8
Straight Outta Compton,"Biography, Drama, History",7.8
Madeo,"Crime, Drama, Mystery",7.8
Chugyeokja,"Action, Crime, Thriller",7.8
The Hobbit: The Desolation of Smaug,"Adventure, Fantasy",7.8
Das weiße Band - Eine deutsche Kindergeschichte,"Drama, History, Mystery",7.8
Män som hatar kvinnor,"Crime, Drama, Mystery",7.8
The Trial of the Chicago 7,"Drama, History, Thriller",7.8
Druk,"Comedy, Drama",7.8
The Fighter,"Biography, Drama, Sport",7.8
Taken,"Action, Thriller",7.8
The Boy in the Striped Pyjamas,"Drama, History, War",7.8
Once,"Drama, Music, Romance",7.8
The Hobbit: An Unexpected Journey,"Adventure, Fantasy",7.8
Auf der anderen Seite,Drama,7.8
Atonement,"Drama, Mystery, Romance",7.8
Drive,"Crime, Drama",7.8
American Gangster,"Biography, Crime, Drama",7.8
Avatar,"Action, Adventure, Fantasy",7.8
Mr. Nobody,"Drama, Fantasy, Romance",7.8
Apocalypto,"Action, Adventure, Drama",7.8
Little Miss Sunshine,"Comedy, Drama",7.8
Hot Fuzz,"Action, Comedy, Mystery",7.8
The Curious Case of Benjamin Button,"Drama, Fantasy, Romance",7.8
Veer-Zaara,"Drama, Family, Musical",7.8
Adams æbler,"Comedy, Crime, Drama",7.8
Pride & Prejudice,"Drama, Romance",7.8
The World's Fastest Indian,"Biography, Drama, Sport",7.8
Tôkyô goddofâzâzu,"Animation, Adventure, Comedy",7.8
Serenity,"Action, Adventure, Sci-Fi",7.8
Walk the Line,"Biography, Drama, Music",7.8
Ondskan,Drama,7.8
The Notebook,"Drama, Romance",7.8
Diarios de motocicleta,"Adventure, Biography, Drama",7.8
Lilja 4-ever,"Crime, Drama",7.8
Les triplettes de Belleville,"Animation, Comedy, Drama",7.8
Gongdong gyeongbi guyeok JSA,"Action, Drama, Thriller",7.8
The Count of Monte Cristo,"Action, Adventure, Drama",7.8
Waking Life,"Animation, Drama, Fantasy",7.8
Remember the Titans,"Biography, Drama, Sport",7.8
Wo hu cang long,"Action, Adventure, Fantasy",7.8
Todo sobre mi madre,Drama,7.8
Cast Away,"Adventure, Drama, Romance",7.8
The Boondock Saints,"Action, Crime, Thriller",7.8
The Insider,"Biography, Drama, Thriller",7.8
October Sky,"Biography, Drama, Family",7.8
Shrek,"Animation, Adventure, Comedy",7.8
Titanic,"Drama, Romance",7.8
Hana-bi,"Crime, Drama, Romance",7.8
Gattaca,"Drama, Sci-Fi, Thriller",7.8
The Game,"Action, Drama, Mystery",7.8
Breaking the Waves,Drama,7.8
Ed Wood,"Biography, Comedy, Drama",7.8
What's Eating Gilbert Grape,Drama,7.8
Tombstone,"Action, Biography, Drama",7.8
The Sandlot,"Comedy, Drama, Family",7.8
The Remains of the Day,"Drama, Romance",7.8
Naked,"Comedy, Drama",7.8
The Fugitive,"Action, Crime, Drama",7.8
A Bronx Tale,"Crime, Drama, Romance",7.8
Batman: Mask of the Phantasm,"Animation, Action, Crime",7.8
Lat sau san taam,"Action, Crime, Thriller",7.8
Night on Earth,"Comedy, Drama",7.8
La double vie de Véronique,"Drama, Fantasy, Music",7.8
Boyz n the Hood,"Crime, Drama",7.8
Misery,"Drama, Thriller",7.8
Awakenings,"Biography, Drama",7.8
Majo no takkyûbin,"Animation, Adventure, Drama",7.8
Glory,"Biography, Drama, History",7.8
Dip huet seung hung,"Action, Crime, Drama",7.8
Back to the Future Part II,"Adventure, Comedy, Sci-Fi",7.8
Mississippi Burning,"Crime, Drama, History",7.8
Predator,"Action, Adventure, Sci-Fi",7.8
Evil Dead II,"Action, Comedy, Fantasy",7.8
Ferris Bueller's Day Off,Comedy,7.8
Down by Law,"Comedy, Crime, Drama",7.8
The Goonies,"Adventure, Comedy, Family",7.8
The Color Purple,Drama,7.8
The Breakfast Club,"Comedy, Drama",7.8
The Killing Fields,"Biography, Drama, History",7.8
Ghostbusters,"Action, Comedy, Fantasy",7.8
The Right Stuff,"Adventure, Biography, Drama",7.8
The King of Comedy,"Comedy, Crime, Drama",7.8
E.T. the Extra-Terrestrial,"Family, Sci-Fi",7.8
Kramer vs. Kramer,Drama,7.8
Days of Heaven,"Drama, Romance",7.8
The Outlaw Josey Wales,Western,7.8
The Man Who Would Be King,"Adventure, History, War",7.8
The Conversation,"Drama, Mystery, Thriller",7.8
La planète sauvage,"Animation, Sci-Fi",7.8
The Day of the Jackal,"Crime, Drama, Thriller",7.8
Badlands,"Action, Crime, Drama",7.8
Cabaret,"Drama, Music, Musical",7.8
Willy Wonka & the Chocolate Factory,"Family, Fantasy, Musical",7.8
Midnight Cowboy,Drama,7.8
Wait Until Dark,Thriller,7.8
Guess Who's Coming to Dinner,"Comedy, Drama",7.8
Bonnie and Clyde,"Action, Biography, Crime",7.8
My Fair Lady,"Drama, Family, Musical",7.8
Mary Poppins,"Comedy, Family, Fantasy",7.8
The Longest Day,"Action, Drama, History",7.8
Jules et Jim,"Drama, Romance",7.8
The Innocents,Horror,7.8
À bout de souffle,"Crime, Drama",7.8
Red River,"Action, Adventure, Drama",7.8
Key Largo,"Action, Crime, Drama",7.8
To Have and Have Not,"Adventure, Comedy, Film-Noir",7.8
Shadow of a Doubt,"Film-Noir, Thriller",7.8
Stagecoach,"Adventure, Drama, Western",7.8
The Lady Vanishes,"Mystery, Thriller",7.8
Bringing Up Baby,"Comedy, Family, Romance",7.8
Bride of Frankenstein,"Drama, Horror, Sci-Fi",7.8
Duck Soup,"Comedy, Musical, War",7.8
Scarface: The Shame of the Nation,"Action, Crime, Drama",7.8
Frankenstein,"Drama, Horror, Sci-Fi",7.8
Roma,Drama,7.7
God's Own Country,"Drama, Romance",7.7
Deadpool 2,"Action, Adventure, Comedy",7.7
Wind River,"Crime, Drama, Mystery",7.7
Get Out,"Horror, Mystery, Thriller",7.7
Mission: Impossible - Fallout,"Action, Adventure, Thriller",7.7
En man som heter Ove,"Comedy, Drama, Romance",7.7
What We Do in the Shadows,"Comedy, Horror",7.7
Omoide no Mânî,"Animation, Drama, Family",7.7
The Theory of Everything,"Biography, Drama, Romance",7.7
Kingsman: The Secret Service,"Action, Adventure, Comedy",7.7
The Fault in Our Stars,"Drama, Romance",7.7
Me and Earl and the Dying Girl,"Comedy, Drama",7.7
Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama",7.7
La vie d'Adèle,"Drama, Romance",7.7
Kai po che!,"Drama, Sport",7.7
The Broken Circle Breakdown,"Drama, Music, Romance",7.7
Captain America: The Winter Soldier,"Action, Adventure, Sci-Fi",7.7
Rockstar,"Drama, Music, Musical",7.7
Nebraska,"Adventure, Comedy, Drama",7.7
Wreck-It Ralph,"Animation, Adventure, Comedy",7.7
Le Petit Prince,"Animation, Adventure, Drama",7.7
Detachment,Drama,7.7
Midnight in Paris,"Comedy, Fantasy, Romance",7.7
The Lego Movie,"Animation, Action, Adventure",7.7
Gravity,"Drama, Sci-Fi, Thriller",7.7
Star Trek Into Darkness,"Action, Adventure, Sci-Fi",7.7
Beasts of No Nation,"Drama, War",7.7
The Social Network,"Biography, Drama",7.7
X: First Class,"Action, Adventure, Sci-Fi",7.7
The Hangover,Comedy,7.7
Skyfall,"Action, Adventure, Thriller",7.7
Silver Linings Playbook,"Comedy, Drama, Romance",7.7
Argo,"Biography, Drama, Thriller",7.7
(500) Days of Summer,"Comedy, Drama, Romance",7.7
Harry Potter and the Deathly Hallows: Part 1,"Adventure, Family, Fantasy",7.7
Gake no ue no Ponyo,"Animation, Adventure, Comedy",7.7
Frost/Nixon,"Biography, Drama, History",7.7
Papurika,"Animation, Drama, Fantasy",7.7
Changeling,"Biography, Crime, Drama",7.7
Flipped,"Comedy, Drama, Romance",7.7
Toki o kakeru shôjo,"Animation, Adventure, Comedy",7.7
Death Note: Desu nôto,"Crime, Drama, Fantasy",7.7
This Is England,"Crime, Drama",7.7
Ex Machina,"Drama, Sci-Fi, Thriller",7.7
Efter brylluppet,Drama,7.7
The Last King of Scotland,"Biography, Drama, History",7.7
Zodiac,"Crime, Drama, Mystery",7.7
Lucky Number Slevin,"Action, Crime, Drama",7.7
Joyeux Noël,"Drama, History, Music",7.7
Control,"Biography, Drama, Music",7.7
Tangled,"Animation, Adventure, Comedy",7.7
Zwartboek,"Drama, Thriller, War",7.7
Brokeback Mountain,"Drama, Romance",7.7
3:10 to Yuma,"Action, Crime, Drama",7.7
Crash,"Crime, Drama, Thriller",7.7
Kung fu,"Action, Comedy, Fantasy",7.7
The Bourne Supremacy,"Action, Mystery, Thriller",7.7
The Machinist,"Drama, Thriller",7.7
Ray,"Biography, Drama, Music",7.7
Lost in Translation,"Comedy, Drama",7.7
Harry Potter and the Goblet of Fire,"Adventure, Family, Fantasy",7.7
Man on Fire,"Action, Crime, Drama",7.7
Coraline,"Animation, Drama, Family",7.7
The Last Samurai,"Action, Drama",7.7
The Magdalene Sisters,Drama,7.7
Good Bye Lenin!,"Comedy, Drama, Romance",7.7
In America,Drama,7.7
I Am Sam,Drama,7.7
Adaptation.,"Comedy, Drama",7.7
Black Hawk Down,"Drama, History, War",7.7
Road to Perdition,"Crime, Drama, Thriller",7.7
Das Experiment,"Drama, Thriller",7.7
Billy Elliot,"Drama, Music",7.7
Hedwig and the Angry Inch,"Comedy, Drama, Music",7.7
Ocean's Eleven,"Crime, Thriller",7.7
Vampire Hunter D: Bloodlust,"Animation, Action, Fantasy",7.7
"O Brother, Where Art Thou?","Adventure, Comedy, Crime",7.7
Interstate 60: Episodes of the Road,"Adventure, Comedy, Drama",7.7
"South Park: Bigger, Longer & Uncut","Animation, Comedy, Fantasy",7.7
Office Space,Comedy,7.7
Happiness,"Comedy, Drama",7.7
Training Day,"Crime, Drama, Thriller",7.7
Rushmore,"Comedy, Drama, Romance",7.7
Abre los ojos,"Drama, Mystery, Sci-Fi",7.7
Being John Malkovich,"Comedy, Drama, Fantasy",7.7
As Good as It Gets,"Comedy, Drama, Romance",7.7
The Fifth Element,"Action, Adventure, Sci-Fi",7.7
Le dîner de cons,Comedy,7.7
Donnie Brasco,"Biography, Crime, Drama",7.7
Shine,"Biography, Drama, Music",7.7
Primal Fear,"Crime, Drama, Mystery",7.7
Hamlet,Drama,7.7
A Little Princess,"Drama, Family, Fantasy",7.7
Do lok tin si,"Comedy, Crime, Drama",7.7
Il postino,"Biography, Comedy, Drama",7.7
Clerks,Comedy,7.7
Short Cuts,"Comedy, Drama",7.7
Philadelphia,Drama,7.7
The Muppet Christmas Carol,"Comedy, Drama, Family",7.7
Malcolm X,"Biography, Drama, History",7.7
The Last of the Mohicans,"Action, Adventure, Drama",7.7
Kurenai no buta,"Animation, Adventure, Comedy",7.7
Glengarry Glen Ross,"Crime, Drama, Mystery",7.7
A Few Good Men,"Drama, Thriller",7.7
Fried Green Tomatoes,Drama,7.7
Barton Fink,"Comedy, Drama, Thriller",7.7
Miller's Crossing,"Crime, Drama, Thriller",7.7
Who Framed Roger Rabbit,"Animation, Adventure, Comedy",7.7
Spoorloos,"Mystery, Thriller",7.7
Withnail & I,"Comedy, Drama",7.7
The Last Emperor,"Biography, Drama, History",7.7
Empire of the Sun,"Action, Drama, History",7.7
Der Name der Rose,"Crime, Drama, Mystery",7.7
Blue Velvet,"Drama, Mystery, Thriller",7.7
The Purple Rose of Cairo,"Comedy, Fantasy, Romance",7.7
After Hours,"Comedy, Crime, Drama",7.7
Zelig,Comedy,7.7
The Verdict,Drama,7.7
Star Trek II: The Wrath of Khan,"Action, Adventure, Sci-Fi",7.7
First Blood,"Action, Adventure",7.7
Ordinary People,Drama,7.7
Airplane!,Comedy,7.7
Rupan sansei: Kariosutoro no shiro,"Animation, Adventure, Family",7.7
Halloween,"Horror, Thriller",7.7
Le locataire,"Drama, Thriller",7.7
Love and Death,"Comedy, War",7.7
The Taking of Pelham One Two Three,"Action, Crime, Thriller",7.7
Blazing Saddles,"Comedy, Western",7.7
Serpico,"Biography, Crime, Drama",7.7
Enter the Dragon,"Action, Crime, Drama",7.7
Deliverance,"Adventure, Drama, Thriller",7.7
The French Connection,"Action, Crime, Drama",7.7
Dirty Harry,"Action, Crime, Thriller",7.7
Where Eagles Dare,"Action, Adventure, War",7.7
The Odd Couple,Comedy,7.7
The Dirty Dozen,"Action, Adventure, War",7.7
Belle de jour,"Drama, Romance",7.7
A Man for All Seasons,"Biography, Drama, History",7.7
Repulsion,"Drama, Horror, Thriller",7.7
Zulu,"Drama, History, War",7.7
Goldfinger,"Action, Adventure, Thriller",7.7
The Birds,"Drama, Horror, Mystery",7.7
Cape Fear,"Drama, Thriller",7.7
Peeping Tom,"Drama, Horror, Thriller",7.7
The Magnificent Seven,"Action, Adventure, Western",7.7
Les yeux sans visage,"Drama, Horror",7.7
Invasion of the Body Snatchers,"Drama, Horror, Sci-Fi",7.7
Rebel Without a Cause,Drama,7.7
The Ladykillers,"Comedy, Crime",7.7
Sabrina,"Comedy, Drama, Romance",7.7
The Quiet Man,"Comedy, Drama, Romance",7.7
The Day the Earth Stood Still,"Drama, Sci-Fi",7.7
The African Queen,"Adventure, Drama, Romance",7.7
Gilda,"Drama, Film-Noir, Romance",7.7
Fantasia,"Animation, Family, Fantasy",7.7
The Invisible Man,"Horror, Sci-Fi",7.7
Dark Waters,"Biography, Drama, History",7.6
Searching,"Drama, Mystery, Thriller",7.6
Once Upon a Time... in Hollywood,"Comedy, Drama",7.6
Nelyubov,Drama,7.6
The Florida Project,Drama,7.6
Just Mercy,"Biography, Crime, Drama",7.6
Gifted,Drama,7.6
The Peanut Butter Falcon,"Adventure, Comedy, Drama",7.6
Victoria,"Crime, Drama, Romance",7.6
Mustang,Drama,7.6
Guardians of the Galaxy Vol. 2,"Action, Adventure, Comedy",7.6
Baby Driver,"Action, Crime, Drama",7.6
Only the Brave,"Action, Biography, Drama",7.6
Bridge of Spies,"Drama, History, Thriller",7.6
Incredibles 2,"Animation, Action, Adventure",7.6
Moana,"Animation, Adventure, Comedy",7.6
Sicario,"Action, Crime, Drama",7.6
Creed,"Drama, Sport",7.6
Leviafan,"Crime, Drama",7.6
Hell or High Water,"Action, Crime, Drama",7.6
Philomena,"Biography, Comedy, Drama",7.6
Dawn of the Planet of the Apes,"Action, Adventure, Drama",7.6
El cuerpo,"Mystery, Thriller",7.6
Serbuan maut,"Action, Thriller",7.6
End of Watch,"Action, Crime, Drama",7.6
Kari-gurashi no Arietti,"Animation, Adventure, Family",7.6
A Star Is Born,"Drama, Music, Romance",7.6
True Grit,"Drama, Western",7.6
Hævnen,"Drama, Romance",7.6
Despicable Me,"Animation, Comedy, Crime",7.6
50/50,"Comedy, Drama, Romance",7.6
Kick-Ass,"Action, Comedy, Crime",7.6
Celda 211,"Action, Adventure, Crime",7.6
Moneyball,"Biography, Drama, Sport",7.6
La piel que habito,"Drama, Horror, Thriller",7.6
Zombieland,"Adventure, Comedy, Fantasy",7.6
Die Welle,"Drama, Thriller",7.6
Sherlock Holmes,"Action, Adventure, Mystery",7.6
The Blind Side,"Biography, Drama, Sport",7.6
The Visitor,Drama,7.6
Seven Pounds,Drama,7.6
Eastern Promises,"Action, Crime, Drama",7.6
Stardust,"Adventure, Family, Fantasy",7.6
The Secret of Kells,"Animation, Adventure, Family",7.6
Inside Man,"Crime, Drama, Mystery",7.6
Gone Baby Gone,"Crime, Drama, Mystery",7.6
La Vie En Rose,"Biography, Drama, Music",7.6
Huo Yuan Jia,"Action, Biography, Drama",7.6
The Illusionist,"Drama, Fantasy, Mystery",7.6
Dead Man's Shoes,"Crime, Drama, Thriller",7.6
Harry Potter and the Half-Blood Prince,"Action, Adventure, Family",7.6
300,"Action, Drama",7.6
Match Point,"Drama, Romance, Thriller",7.6
Watchmen,"Action, Drama, Mystery",7.6
Lord of War,"Action, Crime, Drama",7.6
Saw,"Horror, Mystery, Thriller",7.6
"Synecdoche, New York",Drama,7.6
Mysterious Skin,Drama,7.6
Jeux d'enfants,"Comedy, Drama, Romance",7.6
Un long dimanche de fiançailles,"Drama, Mystery, Romance",7.6
The Station Agent,"Comedy, Drama",7.6
21 Grams,"Crime, Drama, Thriller",7.6
Boksuneun naui geot,"Crime, Drama, Thriller",7.6
Finding Neverland,"Biography, Drama, Family",7.6
25th Hour,Drama,7.6
The Butterfly Effect,"Drama, Sci-Fi, Thriller",7.6
28 Days Later...,"Drama, Horror, Sci-Fi",7.6
Batoru rowaiaru,"Action, Adventure, Drama",7.6
The Royal Tenenbaums,"Comedy, Drama",7.6
Y tu mamá también,Drama,7.6
Harry Potter and the Sorcerer's Stone,"Adventure, Family, Fantasy",7.6
The Others,"Horror, Mystery, Thriller",7.6
Blow,"Biography, Crime, Drama",7.6
Enemy at the Gates,"Drama, History, War",7.6
Minority Report,"Action, Crime, Mystery",7.6
The Hurricane,"Biography, Drama, Sport",7.6
American Psycho,"Comedy, Crime, Drama",7.6
Lola rennt,"Crime, Drama, Thriller",7.6
The Thin Red Line,"Drama, War",7.6
Mulan,"Animation, Adventure, Family",7.6
Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama",7.6
Funny Games,"Crime, Drama, Thriller",7.6
Dark City,"Mystery, Sci-Fi, Thriller",7.6
Sleepers,"Crime, Drama, Thriller",7.6
Lost Highway,"Mystery, Thriller",7.6
Sense and Sensibility,"Drama, Romance",7.6
Die Hard: With a Vengeance,"Action, Adventure, Thriller",7.6
Dead Man,"Adventure, Drama, Fantasy",7.6
The Bridges of Madison County,"Drama, Romance",7.6
Apollo 13,"Adventure, Drama, History",7.6
Trois couleurs: Blanc,"Comedy, Drama, Romance",7.6
Falling Down,"Action, Crime, Drama",7.6
Dazed and Confused,Comedy,7.6
My Cousin Vinny,"Comedy, Crime",7.6
Omohide poro poro,"Animation, Drama, Romance",7.6
Delicatessen,"Comedy, Crime",7.6
Home Alone,"Comedy, Family",7.6
The Godfather: Part III,"Crime, Drama",7.6
When Harry Met Sally...,"Comedy, Drama, Romance",7.6
The Little Mermaid,"Animation, Family, Fantasy",7.6
The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",7.6
"Planes, Trains & Automobiles","Comedy, Drama",7.6
Lethal Weapon,"Action, Crime, Thriller",7.6
Blood Simple,"Crime, Drama, Thriller",7.6
On Golden Pond,Drama,7.6
Mad Max 2,"Action, Adventure, Sci-Fi",7.6
The Warriors,"Action, Crime, Thriller",7.6
The Muppet Movie,"Adventure, Comedy, Family",7.6
Escape from Alcatraz,"Action, Biography, Crime",7.6
Watership Down,"Animation, Adventure, Drama",7.6
Midnight Express,"Biography, Crime, Drama",7.6
Close Encounters of the Third Kind,"Drama, Sci-Fi",7.6
The Long Goodbye,"Comedy, Crime, Drama",7.6
Giù la testa,"Drama, War, Western",7.6
Kelly's Heroes,"Adventure, Comedy, War",7.6
The Jungle Book,"Animation, Adventure, Family",7.6
Blowup,"Drama, Mystery, Thriller",7.6
A Hard Day's Night,"Comedy, Music, Musical",7.6
Breakfast at Tiffany's,"Comedy, Drama, Romance",7.6
Giant,"Drama, Western",7.6
From Here to Eternity,"Drama, Romance, War",7.6
Lifeboat,"Drama, War",7.6
The 39 Steps,"Crime, Mystery, Thriller",7.6
